Rotational speed,temperature_differential,thermal_stress,Tool wear,Process temperature,Machine failure
-0.0516887749551332,0.3963752673809584,1.633924750943872,-1.7066402658479298,-1.0199448986193136,0.0
-0.6675360849839856,0.3963752673810153,-0.2256100478226572,-1.6741868555508348,-0.952126649413994,0.0
-0.9044004349950828,0.4965878224956438,-0.1980298792572365,-1.6417334452537395,-0.8843084002087132,0.0
-0.7433326769875367,0.4965878224956438,0.167520918425726,-1.6092800349566443,-0.952126649413994,0.0
0.5167856650714998,0.4965878224956438,0.8529435019365371,-1.5605999195110016,-0.952126649413994,0.0
0.2230738710577394,0.4965878224956438,0.3485859172249128,-1.5281465092139066,-0.952126649413994,0.0
1.549514231119883,0.3963752673809584,-1.1797950842946794,-1.4956930989168111,-0.8843084002087132,0.0
2.2506327071527306,0.4965878224956438,-1.0151370792735883,-1.4470129834711687,-0.680853652592793,0.0
-0.7622818249884245,0.4965878224956438,0.5270178711640345,-1.317199342282788,-0.6130354033874734,0.0
-1.5581460410257106,0.4965878224956438,1.1080143271714369,-1.2360658165400502,-0.6130354033874734,0.0
2.2601072811531746,0.5968003776102725,-0.5824420960636795,-1.1873857010944076,-0.5452171541821924,0.0
0.3651924810643976,0.5968003776102725,1.8548374202492184,-1.1062521753516696,-0.5452171541821924,0.0
-1.8234341130381395,0.5968003776102725,0.3797760910110397,-1.0737987650545744,-0.5452171541821924,0.0
-0.885451286994195,0.4965878224956438,0.6626736372945892,-1.0251186496089315,-0.5452171541821924,0.0
-1.8708069830403584,0.3963752673809584,1.332063115286486,-0.976438534163289,-0.5452171541821924,0.0
1.2179041411043472,0.3963752673810153,-0.6064909835443139,-0.8953050084205512,-0.477398904976873,0.0
-1.217061377009731,0.3963752673810153,-0.0001918091704947,-0.8466248929749084,-0.477398904976873,0.0
-0.5064683269764396,0.4965878224956438,0.7343269892241783,-0.7654913672321705,-0.477398904976873,0.0
0.734700867081709,0.3963752673810153,-1.0878214501741283,-0.7330379569350753,-0.477398904976873,0.0
0.5452093870728314,0.3963752673809584,-0.0522656668620112,-0.6519044311923375,-0.409580655771592,0.0
0.0809552610510811,0.3963752673809584,0.0271170386130769,-0.5707709054495996,-0.3417624065662724,0.0
-0.6106886409813224,0.2961627122662729,0.4572420795993054,-0.4571839694097666,-0.409580655771592,0.0
1.795853155131424,0.3963752673809584,-0.8288844065711577,-0.4247305591126714,-0.409580655771592,0.0
-1.5581460410257106,0.3963752673809584,0.6226529997899872,-0.3922771488155763,-0.3417624065662724,0.0
-0.8001801209902,0.3963752673809584,1.0499643209409926,-0.3111436230728384,-0.409580655771592,0.0
1.5305650831189952,0.3963752673810153,-0.49185795321978,-0.2786902127757433,-0.477398904976873,0.0
0.5262602390719436,0.2961627122663299,-0.549080019973535,-0.2462368024786481,-0.6130354033874734,0.0
-0.4875191789755518,0.3963752673809584,1.2668852860166482,-0.1975566870330054,-0.5452171541821924,0.0
0.734700867081709,0.2961627122663299,-0.1335520370499162,-0.1488765715873626,-0.5452171541821924,0.0
-0.6106886409813224,0.2961627122663299,-0.3043933810251616,-0.1001964561417199,-0.6130354033874734,0.0
-1.1791630810079554,0.2961627122663299,1.125353575045008,-0.0677430458446248,-0.5452171541821924,0.0
-1.453925727020828,0.2961627122663299,1.2269437837401211,0.013390479898113,-0.6130354033874734,0.0
-1.340230839015501,0.2961627122663299,0.2699824368134144,0.0458438901952082,-0.6130354033874734,0.0
-1.2833833950128382,0.2961627122663299,1.0807986945200805,0.0782973004923033,-0.6130354033874734,0.0
-1.2833833950128382,0.2961627122663299,0.8346194829525553,0.1107507107893985,-0.6130354033874734,0.0
-1.2454850990110626,0.3963752673809584,0.8366560331846555,0.1594308262350412,-0.5452171541821924,0.0
-0.2980276989666742,0.2961627122663299,1.1258510992513926,0.2405643519777791,-0.6130354033874734,0.0
-0.1369599409591281,0.2961627122663299,1.4635218366865717,0.2892444674234218,-0.6130354033874734,0.0
