Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,Power,temperature_differential,power_speed_ratio,thermal_stress,operational_stress,efficiency_index,wear_rate,temperature_stability,power_wear_interaction,speed_torque_efficiency
0.0,-0.9541861133873593,-1.0199448986193136,-0.051688774955133215,1.1255716025257907,-1.7066402658479298,0.0,1.680114214544265,0.3963752673809584,1.1258672273839256,1.6339247509438721,-1.5974875118040337,1.481381243635437,-1.0670490654563212,0.4880697956026068,-1.6447226644369655,-0.817009702097088
0.0,-0.9039518646644561,-0.952126649413994,-0.6675360849839856,-0.21042772572532395,-1.6741868555508348,0.0,-0.5771000669130328,0.39637526738101536,-0.21059125087824945,-0.22561004782265723,-1.5864314063984268,-0.48414408513308066,0.010694113639455329,0.4880697956020781,-1.6379233220314564,-0.20865069963368435
0.0,-0.9039518646644561,-0.8843084002087132,-0.9044004349950827,-0.14295301217728784,-1.6417334452537395,0.0,-0.6138819546794125,0.49658782249564387,-0.143170387520296,-0.1980298792572365,-1.555137006352048,-0.5262278072192241,-0.05197867157191466,0.4880697956020781,-1.6092266142276999,-0.3205588535033252
1.0,-0.9541861133873593,-0.952126649413994,-0.7433326769875367,0.11345089930524915,-1.6092800349566445,0.0,-0.17438056205644525,0.49658782249564387,0.11332762958171953,0.16752091842572606,-1.5173213780325316,-0.04951679745071914,-0.2895086218124097,0.48806979560154906,-1.570351834017474,-0.4414333468155382
0.0,-0.9541861133873593,-0.952126649413994,0.5167856650714998,0.18092561285328526,-1.5605999195110016,0.0,0.6497023886515398,0.49658782249564387,0.18115769561630624,0.8529435019365371,-1.4675876428690051,0.7125557707283938,-0.346852362719736,-1.3873104730325605,-1.5008383769459492,-0.15320442436883872
0.0,-0.9541861133873593,-0.952126649413994,0.2230738710577394,-0.11596312675807302,-1.5281465092139066,0.0,0.043313721834942864,0.49658782249564387,-0.11587551569920644,0.34858591722491283,-1.448998394458222,0.16712394961738877,-0.0719292614053806,-1.3873104730325605,-1.4859688010697507,-0.02805146754433287
1.0,-0.8537176159415243,-0.8843084002087132,1.549514231119883,-1.6813764810725107,-1.4956930989168113,0.0,-1.7353467923338484,0.3963752673809584,-1.681445473829585,-1.1797950842946794,-1.4971205617151684,-2.04959994012404,2.0691636024460656,0.48806979560263186,-1.5181248398096712,2.041312956401463
1.0,-0.7532491184956894,-0.680853652592793,2.2506327071527306,-1.7623461373301543,-1.4470129834711687,0.0,-1.5962892004184848,0.49658782249564387,-1.7623423403709304,-1.0151370792735885,-1.4696864289798999,-1.8313673054815092,2.2301468041400994,0.48806979560263186,-1.4751956613984236,2.4407867279335944
2.0,-0.7030148697727576,-0.6130354033874734,-0.7622818249884245,0.43732952433582223,-1.3171993422827881,0.0,0.25784229827835925,0.49658782249564387,0.4372614892735917,0.5270178711640345,-1.2085749497905336,0.3693322203941569,-0.5574309172240749,-1.3873104730325605,-1.266582365528189,-0.6353152438732937
1.0,-0.7030148697727576,-0.6130354033874734,-1.5581460410257106,1.354985628589114,-1.2360658165400502,0.0,0.9563738105682669,0.49658782249564387,1.3547860462403292,1.1080143271714367,-1.0389105797187288,0.9600283263205515,-1.1954000258403488,-1.3873104730325605,-1.1373691857804522,-1.2492343225655802
1.0,-0.7030148697727576,-0.5452171541821924,2.2601072811531746,-1.4924472831380098,-1.1873857010944076,0.0,-1.1406349152843562,0.5968003776102725,-1.4923568473622548,-0.5824420960636795,-1.2740495807857715,-1.17899806325375,1.7299347530505658,0.48806979560154906,-1.239224753570689,2.027984051323337
0.0,-0.7030148697727576,-0.5452171541821924,0.3651924810643976,0.9906221754297185,-1.1062521753516696,0.0,1.7620593302876357,0.5968003776102725,0.9910120796692105,1.8548374202492186,-0.9281996123690248,1.5354995668618407,-0.9628259146769846,-1.3873104730325605,-0.927775893532996,-0.6566197761720192
1.0,-0.7030148697727576,-0.5452171541821924,-1.8234341130381393,0.747713206656789,-1.0737987650545744,0.0,0.005325232459295312,0.5968003776102725,0.7473261197137969,0.37977609101103976,-0.9216034274490695,0.13017640462471214,-0.7930390502637069,-1.3873104730325605,-1.0435692509697467,-1.0513262886419672
1.0,-0.6527806210498545,-0.5452171541821924,-0.885451286994195,0.6127637795607167,-1.0251186496089317,0.0,0.4209411029031075,0.49658782249564387,0.6126888325106946,0.6626736372945892,-0.8868235433256688,0.5161051616542436,-0.6928335351670262,0.48806979560154906,-0.956993888144515,-0.7594798129513239
2.0,-0.6025463723269227,-0.5452171541821924,-1.8708069830403586,1.8138136807157592,-0.976438534163289,0.0,1.313696551652521,0.3963752673809584,1.8135413241961218,1.3320631152864861,-0.668774657733056,1.2276421212711488,-1.4542663614716997,1.8609434357547814,-0.8177477332337015,-1.482351371595438
1.0,-0.5523121236040195,-0.477398904976873,1.2179041411043472,-1.1550737153978294,-0.8953050084205512,0.0,-1.0394360706361156,0.39637526738101536,-1.155046186616646,-0.6064909835443139,-1.0201339396909015,-1.0458338338522666,1.1869479271345043,0.4880697956020528,-0.984149245696078,1.2243828502696936
2.0,-0.5523121236040195,-0.477398904976873,-1.217061377009731,0.2214104409821075,-0.8466248929749084,0.0,-0.30347396003721255,0.39637526738101536,0.2211605810197368,-0.00019180917049477976,-0.7618708130806067,-0.1838339097203644,-0.3756881364166489,-1.3873104730325605,-0.8575619500197784,-0.6297558693102209
0.0,-0.6025463723269227,-0.477398904976873,-0.5064683269764396,0.5048042378838584,-0.7654913672321705,0.0,0.5070898629626343,0.49658782249564387,0.5048279431826466,0.7343269892241783,-0.632270770732849,0.5913379337500688,-0.6089954347218118,0.4880697956015114,-0.679359454428593,-0.6088136207418403
1.0,-0.5523121236040195,-0.477398904976873,0.734700867081709,-1.3979826841707594,-0.7330379569350753,0.0,-1.6237037079494765,0.39637526738101536,-1.3981044737286403,-1.0878214501741283,-0.942179027000521,-1.873628034924451,1.571089961013374,0.4880697956015114,-0.9225093692987022,1.348773795332434
1.0,-0.5020778748810877,-0.409580655771592,0.5452093870728314,-0.5073164653366832,-0.6519044311923375,0.0,-0.36668431530980733,0.3963752673809584,-0.5072492839547971,-0.052265666862011284,-0.7114999464191301,-0.2512762313904178,0.34571867954581575,-1.3873104730325605,-0.6836926623639689,0.36896738863079653
